target,fold,model,param_profile,weight_profile,top_k,features,weight_min,weight_max,weight_std,delta_std_val
Q2,2,extra_trees,mid,recent_class,80,80,0.31892883442194425,2.6731519165622135,0.5206801920402029,0.09722998430696794
Q2,3,extra_trees,mid,recent_class,80,80,0.31875489502607407,3.07487519703036,0.551869692444577,0.09904004794289041
Q2,4,extra_trees,mid,recent_class,80,80,0.3852755171778563,2.451898783989217,0.416811083883251,0.03970001078248756
Q2,0,extra_trees,mid,recent_resid,80,80,0.19748574549559283,3.1067171930031106,0.5692137476718786,0.08464751760324096
Q2,1,extra_trees,mid,recent_resid,80,80,0.1580625942308832,3.266252256803107,0.6358221550601525,0.08552436832841645
Q2,2,extra_trees,mid,recent_resid,80,80,0.18289949084030468,3.3610180494330395,0.7242320486803632,0.09885666325511072
Q2,3,extra_trees,mid,recent_resid,80,80,0.19349088632993516,4.056726180846679,0.7943381593091658,0.1107581246617921
Q2,4,extra_trees,mid,recent_resid,80,80,0.24662797832864475,3.3499415033179236,0.5981037951475735,0.03629911158442385
Q2,0,extra_trees,wide,uniform,80,80,1.0,1.0,0.0,0.10100843100456142
Q2,1,extra_trees,wide,uniform,80,80,1.0,1.0,0.0,0.11891562554991557
Q2,2,extra_trees,wide,uniform,80,80,1.0,1.0,0.0,0.12538695774221892
Q2,3,extra_trees,wide,uniform,80,80,1.0,1.0,0.0,0.1058698540974335
