candidate,full_logloss,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,last_logloss,tail3_mean,tail3_worst,fold_std,notes,full_delta_vs_anchor,last_delta_vs_anchor,rank_score
subblend_arith_logreg_enet_35_65knn,0.6110403300856376,0.6071698519238113,0.5891577932655088,0.6423284457594998,0.6089844747107784,0.6086019175658438,0.6086019175658438,0.6199716126787074,0.6423284457594998,0.017220499015203387,submission-level arith blend with KNN guarded,0.015210578992262636,0.015319710767509376,0.6392426776325152
subblend_logit_feature_knn_35_65knn,0.6182656844015233,0.6312387184548,0.6007055301003688,0.6194832334950707,0.6386064669687883,0.599528981724941,0.599528981724941,0.6192062273962666,0.6386064669687883,0.015762798788172275,submission-level logit blend with KNN guarded,0.022435933308148304,0.006246774926606524,0.639972965537546
extra_trees,0.6154359931211202,0.6107822227130059,0.5994542268437993,0.6280841164772084,0.6205334536305326,0.6191953479248232,0.6191953479248232,0.6226043060108547,0.6280841164772084,0.009767447332936509,raw diverse single model,0.01960624202774519,0.025913141126488792,0.6505226446296648
subblend_arith_logreg_enet_50_50knn,0.624862490477876,0.6198441734243595,0.5997444026535368,0.6590460824382257,0.6238374824099676,0.6230696169927921,0.6230696169927921,0.6353177272803284,0.6590460824382257,0.019123716164847978,submission-level arith blend with KNN guarded,0.029032739384501016,0.02978741019445763,0.6749236503748076
subblend_logit_feature_knn_50_50knn,0.6334324241457017,0.6542409121624775,0.6136208405072038,0.6232558169019274,0.6658463517373816,0.6072197391588653,0.6072197391588653,0.6321073025993914,0.6658463517373816,0.023087003555405227,submission-level logit blend with KNN guarded,0.037602673052326674,0.013937532360530858,0.6754324159356518
subblend_logit_logreg_enet_35_65knn,0.6294531823845625,0.6134413208108406,0.5943409331900329,0.6847936881571408,0.6376538705875634,0.6188662928756895,0.6188662928756895,0.6471046172067979,0.6847936881571408,0.03075868959627735,submission-level logit blend with KNN guarded,0.0336234312911875,0.025584086077355073,0.6824926146450908
hist_gb,0.630664778434516,0.6194599178865426,0.6153563526680852,0.6483995122261863,0.6349329206968307,0.6366467899317519,0.6366467899317519,0.639993074284923,0.6483995122261863,0.012066366146372692,raw diverse single model,0.03483502734114097,0.04336458313341751,0.6918415842229056
subblend_logit_logreg_enet_50_50knn,0.6560974026903861,0.6314935600168315,0.6104121608502199,0.7265296053776801,0.6714742080730564,0.643125625456715,0.643125625456715,0.6803764796358172,0.7265296053776801,0.04014125087767898,submission-level logit blend with KNN guarded,0.060267651597011085,0.0498434186583806,0.7496806968618837
feature_knn,0.6999755497994011,0.7484091114249258,0.6723932394063411,0.6504296647705724,0.7721497158550709,0.6493989693619259,0.6493989693619259,0.6906594499958564,0.7721497158550709,0.05161088175502074,raw diverse single model,0.10414579870602614,0.05611676256359144,0.8341392604716902
logreg_enet,0.7782174350873143,0.7233453813665421,0.7001665206152258,0.8985089848633242,0.8150906616984995,0.7590922388346871,0.7590922388346871,0.8242306284655037,0.8985089848633242,0.07112399947394377,raw diverse single model,0.18238768399393934,0.1658100320363527,1.0586711895648333
