target,fold,model,param_profile,weight_profile,top_k,features,stop_policy,stop_iteration,weight_min,weight_max,weight_std,delta_std_val
Q1,2,ridge,ridge10,recent_class,40,40,closed_form_no_early_stopping,,0.0969629735972614,2.863525043919801,0.5850019069312808,0.41434496959107725
Q1,3,ridge,ridge10,recent_class,40,40,closed_form_no_early_stopping,,0.10314844724447067,3.3065263356758634,0.6316127585774874,0.6617828247198955
Q1,4,ridge,ridge10,recent_class,40,40,closed_form_no_early_stopping,,0.12637307318994426,2.555892593391308,0.4753093223667575,0.8622618613019248
Q1,0,ridge,ridge10,recent_resid,40,40,closed_form_no_early_stopping,,0.11537013885141716,3.279968059085695,0.6455041997119567,0.6912411441434406
Q1,1,ridge,ridge10,recent_resid,40,40,closed_form_no_early_stopping,,0.04122050857146306,3.499056242262317,0.7551299891546026,0.8761191396786682
Q1,2,ridge,ridge10,recent_resid,40,40,closed_form_no_early_stopping,,0.043692238352012774,3.636293216836171,0.8095968458768474,0.6042200060384681
Q1,3,ridge,ridge10,recent_resid,40,40,closed_form_no_early_stopping,,0.0499929725843492,4.315046198958547,0.9071980606289488,0.6938297140792505
Q1,4,ridge,ridge10,recent_resid,40,40,closed_form_no_early_stopping,,0.06365964941114013,3.4043686016690367,0.6666927376918634,0.9347067761245438
Q1,0,ridge,ridge30,uniform,40,40,closed_form_no_early_stopping,,0.4158661971535842,1.187354292467242,0.18335694434297217,0.49015289051278405
Q1,1,ridge,ridge30,uniform,40,40,closed_form_no_early_stopping,,0.24794201030751714,1.2397080311417166,0.24066324846605822,0.734650288587044
Q1,2,ridge,ridge30,uniform,40,40,closed_form_no_early_stopping,,0.2423249647472011,1.2116228491115475,0.22688125443272425,0.3736771056001181
Q1,3,ridge,ridge30,uniform,40,40,closed_form_no_early_stopping,,0.24590782552499674,1.2295371238050008,0.2416877643777565,0.6742201791702405
Q1,4,ridge,ridge30,uniform,40,40,closed_form_no_early_stopping,,0.24745754180651633,1.237273658577127,0.24173732928984853,0.783767348099275
Q1,0,ridge,ridge30,subject_class,40,40,closed_form_no_early_stopping,,0.3407621538226596,1.6463104385008778,0.24745371080653836,0.4951945072029902
Q1,1,ridge,ridge30,subject_class,40,40,closed_form_no_early_stopping,,0.19309125121347057,1.744687266779404,0.30401074197392125,0.740466686930445
Q1,2,ridge,ridge30,subject_class,40,40,closed_form_no_early_stopping,,0.1913400701957719,1.6286403471532387,0.2858393213191443,0.3692486002360553
Q1,3,ridge,ridge30,subject_class,40,40,closed_form_no_early_stopping,,0.1862277739249605,1.7204113029512624,0.30856695972362386,0.6237514864164293
Q1,4,ridge,ridge30,subject_class,40,40,closed_form_no_early_stopping,,0.20154571876907634,1.7530746053989021,0.2984680083868128,0.7934924911026007
Q1,0,ridge,ridge30,recent_class,40,40,closed_form_no_early_stopping,,0.23754708285294895,2.6308463820194636,0.45208164287950825,0.47676614998450245
Q1,1,ridge,ridge30,recent_class,40,40,closed_form_no_early_stopping,,0.09136777819054104,2.7763430084733804,0.5575174349136569,0.7160195481167152
Q1,2,ridge,ridge30,recent_class,40,40,closed_form_no_early_stopping,,0.0969629735972614,2.863525043919801,0.5850019069312808,0.3565098951015289
Q1,3,ridge,ridge30,recent_class,40,40,closed_form_no_early_stopping,,0.10314844724447067,3.3065263356758634,0.6316127585774874,0.6313125635965254
Q1,4,ridge,ridge30,recent_class,40,40,closed_form_no_early_stopping,,0.12637307318994426,2.555892593391308,0.4753093223667575,0.7771576541805781
Q1,0,ridge,ridge30,recent_resid,40,40,closed_form_no_early_stopping,,0.11537013885141716,3.279968059085695,0.6455041997119567,0.6396693792841184
Q1,1,ridge,ridge30,recent_resid,40,40,closed_form_no_early_stopping,,0.04122050857146306,3.499056242262317,0.7551299891546026,0.7951498856714211
Q1,2,ridge,ridge30,recent_resid,40,40,closed_form_no_early_stopping,,0.043692238352012774,3.636293216836171,0.8095968458768474,0.5661966105337846
Q1,3,ridge,ridge30,recent_resid,40,40,closed_form_no_early_stopping,,0.0499929725843492,4.315046198958547,0.9071980606289488,0.6564477309440584
