split,target,fold,subject_id,rows,drift,before_mean,after_mean
oof,Q3,3,id09,8,-0.36,0.422838384960818,0.41288310024034175
oof,Q3,3,id10,7,-0.08333333333333337,0.5682992150004561,0.5648497159709887
oof,Q3,4,id01,8,0.09090909090909083,0.5690918626824721,0.5722927253968176
oof,Q3,4,id02,9,0.2564102564102564,0.7069850182529611,0.7133087983396771
oof,Q3,4,id03,6,-0.07407407407407407,0.5720706166428201,0.568516543683618
oof,Q3,4,id04,11,0.23913043478260865,0.7108400288878092,0.7204897742094428
oof,Q3,4,id05,8,-0.02777777777777779,0.5677576076310464,0.5677576076310464
oof,Q3,4,id06,9,0.2564102564102564,0.6948240777469542,0.7013393507911343
oof,Q3,4,id07,9,0.5,0.6941588347730723,0.7014745572264577
oof,Q3,4,id08,11,-0.1111111111111111,0.5497525477720463,0.5438779721039622
oof,Q3,4,id09,8,0.0,0.5598876628937961,0.5598876628937961
oof,Q3,4,id10,6,-0.07407407407407407,0.5679314624242582,0.5643656694366198
test,Q3,-1,id01,27,0.09523809523809523,0.639840439545852,0.6422562408980022
test,Q3,-1,id02,32,-0.05208333333333337,0.6474858424850659,0.6456143894603632
test,Q3,-1,id03,21,-0.10606060606060608,0.7188787288501627,0.7151604991457519
test,Q3,-1,id04,27,0.2941176470588235,0.656701164267993,0.6635909597997585
test,Q3,-1,id05,21,0.3076923076923077,0.6720995100998898,0.6812130163937736
test,Q3,-1,id06,24,0.6666666666666667,0.7075179070229897,0.7156176547425686
test,Q3,-1,id07,30,0.1515151515151515,0.568978450035546,0.5731893771650859
test,Q3,-1,id08,19,-0.19791666666666669,0.4899802533655507,0.484308506181767
test,Q3,-1,id09,27,-0.023809523809523836,0.6327151811524112,0.6327151811524112
test,Q3,-1,id10,22,-0.393939393939394,0.5104496696852849,0.49907724977966716
