run,path,candidate,full_logloss,last_logloss,notes,full_delta_vs_anchor,last_delta_vs_anchor,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,tail3_mean,tail3_worst,fold_std,rank_score,params,rates
blend_ridge_logit_newton,research/residual_submission_blend_ridge_logit_newton/candidate_scores.csv,ridge_knn_blend_last,0.594384073172959,0.5812609244370985,,-0.0014456779204159,-0.0120212823612358,0.5931453336586834,0.5782759041336846,0.6245580911710016,0.594864047844944,0.5812609244370985,0.6002276878176814,0.6245580911710016,0.0163946307644465,0.5861270051077626,,
ridge_logit_newton,research/residual_single_model_opt_ridge_logit_newton/candidate_scores.csv,ridge_residual_composite,0.5945186429376494,0.5813736124942065,ridge residual correction selected by composite,-0.0013111081557255,-0.0119085943041279,0.5929046990728651,0.5784857297588791,0.6250710113916612,0.5949696201921795,0.5813736124942065,0.6004714146926825,0.6250710113916612,0.0165293230404249,0.5862935318340022,,
hist_gb_residual,research/residual_single_model_opt_hist_gb/candidate_scores.csv,hist_gb_residual_full,0.5949995983605376,0.5921662972907598,hist_gb residual correction selected by full,-0.0008301527328373,-0.0011159095075746,0.5915273588368921,0.5814818931915419,0.6213886600492683,0.5892695663544693,0.5921662972907598,0.6009415078981658,0.6213886600492683,0.0136520220622983,0.5962557277209802,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,rankpatch_anchor_k3_f0p1_d0p35,0.5953596076004287,0.5930977979541033,Q rank patch over anchor,-0.0004701434929462,-0.000184408844231,,,,,,,,,,,
ridge_prob,research/residual_single_model_opt_ridge/candidate_scores.csv,ridge_residual_composite,0.5953637364538608,0.5855949421925687,ridge residual correction selected by composite,-0.0004660146395142,-0.0076872646057657,0.5943927589459703,0.5828439026317641,0.6241829645736585,0.5901527823739491,0.5855949421925687,0.5999768963800588,0.6241829645736585,0.0149050059743676,0.5904361558312886,,
extra_trees_residual,research/residual_single_model_opt/candidate_scores.csv,extra_trees_residual_full,0.5954307421856557,0.5944355623562344,extra_trees residual correction selected by full,-0.0003990089077192,0.0011533555578999,0.5914669583094417,0.5822597560317825,0.6221389026748613,0.5878416363691015,0.5944355623562344,0.6014720338000656,0.6221389026748613,0.0138629112376981,0.5985689361311936,,
blend_ridge_knn,research/residual_submission_blend/candidate_scores.csv,ridge_knn_blend_composite,0.5955355264573569,0.5849685361354412,,-0.0002942246360181,-0.0083136706628932,0.5952817844125359,0.5828602158676286,0.6239589988403803,0.5908595634417526,0.5849685361354412,0.5999290328058581,0.6239589988403803,0.0148467837149698,0.5897745293423456,,
blend_ridge_knn,research/residual_submission_blend/candidate_scores.csv,ridge_knn_blend_last,0.5955355264573569,0.5849685361354412,,-0.0002942246360181,-0.0083136706628932,0.5952817844125359,0.5828602158676286,0.6239589988403803,0.5908595634417526,0.5849685361354412,0.5999290328058581,0.6239589988403803,0.0148467837149698,0.5897745293423456,,
blend_logit_te_smoke,research/residual_submission_blend_ridge_logit_te_smoke/candidate_scores.csv,ridge_knn_blend_composite,0.5957753241775018,0.5870247926960112,,-5.442691587320691e-05,-0.0062574141023232,0.5968292816631954,0.5795850756487847,0.621116597551676,0.5945330140013676,0.5870247926960112,0.6008914680830183,0.621116597551676,0.0140251291978157,0.5910698185897427,,
anchor_bank_sparse,research/oof_sparse_greedy/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal_prior_anchor,0.0,0.0,,,,,,,,,,,
extra_trees_residual,research/residual_single_model_opt/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal anchor,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.0137846243745117,0.5974251744697103,,
hist_gb_residual,research/residual_single_model_opt_hist_gb/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal anchor,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.0137846243745117,0.5974251744697103,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,existing anchor,0.0,0.0,,,,,,,,,,,
ridge_logit_newton,research/residual_single_model_opt_ridge_logit_newton/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal anchor,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.0137846243745117,0.5974251744697103,,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal anchor,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.0137846243745117,0.5974251744697103,,
ridge_logit_te_smoke,research/residual_single_model_opt_ridge_logit_te_smoke/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal anchor,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.0137846243745117,0.5974251744697103,,
ridge_prob,research/residual_single_model_opt_ridge/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,temporal anchor,0.0,0.0,0.5926653685309619,0.5822111636648557,0.6224215044455317,0.5894162870220908,0.5932822067983344,0.6017066660886523,0.6224215044455317,0.0137846243745117,0.5974251744697103,,
sequence_smoothing,research/sequence_smoothing_search/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,,,,,,,,,,,,,{},
structural_balance,research/structural_balance_search/candidate_scores.csv,anchor,0.595829751093375,0.5932822067983344,,,,,,,,,,,,,,{}
blend_logit_te_full,research/residual_submission_blend_ridge_logit_te_full/candidate_scores.csv,ridge_knn_blend_composite,0.5961283088404089,0.5880131388573159,,0.0002985577470339,-0.0052690679410185,0.5983184333259989,0.5807726581746705,0.6223491580394624,0.5914212440436765,0.5880131388573159,0.6005945136468184,0.6223491580394624,0.0142557157812561,0.5926178418208236,,
ridge_logit_newton,research/residual_single_model_opt_ridge_logit_newton/candidate_scores.csv,ridge_residual_last,0.5962990874889843,0.5806631585824954,ridge residual correction selected by last,0.0004693363956093,-0.012619048215839,0.5966532532955738,0.5784008396132314,0.6256947655146279,0.6000060006303293,0.5806631585824954,0.6021213082424842,0.6256947655146279,0.0169870590513405,0.585776785973192,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,knn_targetwise_guarded,0.5963441662062456,0.5927184475463416,target-wise guarded blend of KNN priors,0.0005144151128706,-0.0005637592519928,,,,,,,,,,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,rankpatch_best_single_k3_f0p1_d0p35,0.5970986609316657,0.5902317148492113,Q rank patch over best_single,0.0012689098382907,-0.0030504919491231,,,,,,,,,,,
blend_logit_te_full,research/residual_submission_blend_ridge_logit_te_full/candidate_scores.csv,ridge_knn_blend_last,0.5971024001230265,0.5876221710320783,,0.0012726490296515,-0.0056600357662561,0.6003800771027699,0.5815090663989528,0.6234520969140315,0.5926481167267327,0.5876221710320783,0.6012407948909475,0.6234520969140315,0.014545893901965,0.5931461831118988,,
hist_gb_residual,research/residual_single_model_opt_hist_gb/candidate_scores.csv,hist_gb_residual_composite,0.5971528194395407,0.5868642846759577,hist_gb residual correction selected by composite,0.0013230683461656,-0.0064179221223766,0.5973930210432307,0.5818038367586915,0.6229599471036915,0.5969048688029028,0.5868642846759577,0.6022430335275174,0.6229599471036915,0.0141955414952167,0.5921322754854335,,
ridge_logit_te_smoke,research/residual_single_model_opt_ridge_logit_te_smoke/candidate_scores.csv,ridge_residual_composite,0.5972269044138676,0.5867228165982367,ridge residual correction selected by composite,0.0013971533204926,-0.0065593902000977,0.5990462127455143,0.580167662632593,0.6231252284241705,0.5971538457546537,0.5867228165982367,0.6023339635923536,0.6231252284241705,0.0146655424569709,0.5920686498870188,,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/candidate_scores.csv,ridge_residual_composite,0.5972765213610982,0.5877591758506154,ridge residual correction selected by composite,0.0014467702677232,-0.0055230309477189,0.6006121289256557,0.5818214301989677,0.6236145618457776,0.5926694596342867,0.5877591758506154,0.60134773244356,0.6236145618457776,0.0145291541922876,0.5934422964586237,,
extra_trees_residual,research/residual_single_model_opt/candidate_scores.csv,extra_trees_residual_composite,0.5974290376780036,0.5885012244772831,extra_trees residual correction selected by composite,0.0015992865846286,-0.0047809823210512,0.5940508496803455,0.5845171537334422,0.625176979189742,0.5953735933676833,0.5885012244772831,0.6030172656782361,0.625176979189742,0.0143663691155613,0.5942925607765186,,
blend_logit_te_smoke,research/residual_submission_blend_ridge_logit_te_smoke/candidate_scores.csv,ridge_knn_blend_last,0.5975023292142486,0.5865880954463176,,0.0016725781208736,-0.0066941113520168,0.5995477852597696,0.5802398440886182,0.6232460094806292,0.597929074587222,0.5865880954463176,0.6025877265047229,0.6232460094806292,0.014725601246903,0.5921414434442415,,
anchor_bank_sparse,research/oof_sparse_greedy/candidate_scores.csv,targetwise_best_single_guarded,0.5975156362449224,0.5903259014092715,per-target best single source under full/last guards,0.0016858851515474,-0.0029563053890628,,,,,,,,,,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,oof_sparse_best_single,0.5975156362449224,0.5903259014092715,existing best single guarded,0.0016858851515474,-0.0029563053890628,,,,,,,,,,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,rankpatch_sparse_greedy_k8_f0p1_d0p35,0.5993343689410445,0.5828904220824139,Q rank patch over sparse_greedy,0.0035046178476695,-0.0103917847159205,,,,,,,,,,,
anchor_bank_sparse,research/oof_sparse_greedy/candidate_scores.csv,targetwise_sparse_greedy,0.5994909456234735,0.5824182856274583,stagewise blend max_steps=3,0.0036611945300984,-0.010863921170876,,,,,,,,,,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,oof_sparse_greedy,0.5994909456234735,0.5824182856274583,existing sparse greedy,0.0036611945300984,-0.010863921170876,,,,,,,,,,,
ridge_logit_te_smoke,research/residual_single_model_opt_ridge_logit_te_smoke/candidate_scores.csv,ridge_residual_last,0.6014828598255487,0.5860329920971246,ridge residual correction selected by last,0.0056531087321737,-0.0072492147012098,0.6054114436607733,0.583065648405942,0.6305429968003496,0.6021278870560046,0.5860329920971246,0.6062346253178262,0.6305429968003496,0.0169600860415963,0.5956998088159768,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,meta_logreg_c0p3,0.6021698679853283,0.6051171661399499,logistic meta stacker C=0.3,0.0063401168919533,0.0118349593416154,,,,,,,,,,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,meta_logreg_c0p1,0.6021740751229036,0.6056713917652876,logistic meta stacker C=0.1,0.0063443240295285,0.0123891849669531,,,,,,,,,,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,meta_logreg_c0p03,0.6026019427667121,0.6070228062799307,logistic meta stacker C=0.03,0.006772191673337,0.0137405994815962,,,,,,,,,,,
extra_trees_residual,research/residual_single_model_opt/candidate_scores.csv,extra_trees_residual_last,0.602733982302177,0.5870826484709752,extra_trees residual correction selected by last,0.006904231208802,-0.0061995583273591,0.5979977424098466,0.5914060073555409,0.6342889255675687,0.6031110908539677,0.5870826484709752,0.6081608882975039,0.6342889255675687,0.0166827246936729,0.5981768524524699,,
kaggle_last_mile,research/kaggle_last_mile/candidate_scores.csv,meta_rf,0.6045220623972817,0.6147601224371319,rf meta model over bank columns,0.0086923113039066,0.0214779156387974,,,,,,,,,,,
ridge_logit_te_full,research/residual_single_model_opt_ridge_logit_te_full/candidate_scores.csv,ridge_residual_last,0.6076729992970379,0.5848385610206153,ridge residual correction selected by last,0.0118432482036628,-0.0084436457777191,0.612187159638838,0.5889013582650356,0.64300962226662,0.6088892469191681,0.5848385610206153,0.6122458100688011,0.64300962226662,0.0207087507521251,0.6010580844332924,,
hist_gb_residual,research/residual_single_model_opt_hist_gb/candidate_scores.csv,hist_gb_residual_last,0.6112069982320614,0.5844087837181611,hist_gb residual correction selected by last,0.0153772471386863,-0.0088734230801733,0.6114353927393211,0.5883229109527182,0.6466946359073013,0.6245662354022917,0.5844087837181611,0.618556551675918,0.6466946359073013,0.023150144119013,0.6031070606323211,,
ridge_prob,research/residual_single_model_opt_ridge/candidate_scores.csv,ridge_residual_last,0.6165194652200038,0.5847576897922443,ridge residual correction selected by last,0.0206897141266287,-0.0085245170060901,0.598355625682357,0.5994632069072231,0.6694127368206483,0.6310560286600291,0.5847576897922443,0.6284088184243073,0.6694127368206483,0.0304585656787131,0.610544730479147,,
sequence_smoothing,research/sequence_smoothing_search/candidate_scores.csv,targetwise_lastbest,0.6197167345919423,0.5864058482177844,,0.0238869834985673,-0.00687635858055,,,,,,,,,,"{""Q3"": [0.5, 1.0], ""S4"": [1.5, 0.45]}",
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p505,0.9369927528911492,0.9537147219577424,,0.3411630017977741,0.3604325151594079,,,,,,,,,,,"{""Q1"": 0.505, ""Q2"": 0.505, ""Q3"": 0.505}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p5,0.9375612279483744,0.9555054502714894,,0.3417314768549995,0.3622232434731549,,,,,,,,,,,"{""Q1"": 0.5, ""Q2"": 0.5, ""Q3"": 0.5}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p51,0.9385284978236806,0.9534074699117264,,0.3426987467303056,0.360125263113392,,,,,,,,,,,"{""Q1"": 0.51, ""Q2"": 0.51, ""Q3"": 0.51}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p495,0.9403542150041012,0.9568387942617816,,0.3445244639107261,0.3635565874634472,,,,,,,,,,,"{""Q1"": 0.495, ""Q2"": 0.495, ""Q3"": 0.495}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p515,0.9417352022906632,0.9549156872143508,,0.3459054511972881,0.3616334804160163,,,,,,,,,,,"{""Q1"": 0.515, ""Q2"": 0.515, ""Q3"": 0.515}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p53,0.9436682741603608,0.9619657494181952,,0.3478385230669859,0.3686835426198609,,,,,,,,,,,"{""Q1"": 0.53, ""Q2"": 0.53, ""Q3"": 0.53}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p49,0.9439336989814776,0.9566065809896394,,0.3481039478881026,0.3633243741913049,,,,,,,,,,,"{""Q1"": 0.49, ""Q2"": 0.49, ""Q3"": 0.49}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p535,0.9439456954066824,0.9651928332844874,,0.3481159443133075,0.3719106264861529,,,,,,,,,,,"{""Q1"": 0.535, ""Q2"": 0.535, ""Q3"": 0.535}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p52,0.9452284221953272,0.9582232237672836,,0.3493986711019521,0.3649410169689491,,,,,,,,,,,"{""Q1"": 0.52, ""Q2"": 0.52, ""Q3"": 0.52}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p525,0.947241867358206,0.962198036124752,,0.351412116264831,0.3689158293264176,,,,,,,,,,,"{""Q1"": 0.525, ""Q2"": 0.525, ""Q3"": 0.525}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p54,0.947471735259621,0.973188326230094,,0.351641984166246,0.3799061194317594,,,,,,,,,,,"{""Q1"": 0.54, ""Q2"": 0.54, ""Q3"": 0.54}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p485,0.9479691621958376,0.9590814623655072,,0.3521394111024626,0.3657992555671727,,,,,,,,,,,"{""Q1"": 0.485, ""Q2"": 0.485, ""Q3"": 0.485}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p545,0.9528200916142132,0.9810284764178104,,0.3569903405208382,0.3877462696194761,,,,,,,,,,,"{""Q1"": 0.545, ""Q2"": 0.545, ""Q3"": 0.545}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p48,0.9534971380816664,0.9629765926398554,,0.3576673869882913,0.3696943858415209,,,,,,,,,,,"{""Q1"": 0.48, ""Q2"": 0.48, ""Q3"": 0.48}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p475,0.957531370850768,0.969585915469756,,0.361701619757393,0.3763037086714216,,,,,,,,,,,"{""Q1"": 0.475, ""Q2"": 0.475, ""Q3"": 0.475}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p55,0.958359028154555,0.980367003101321,,0.36252927706118,0.3870847963029865,,,,,,,,,,,"{""Q1"": 0.55, ""Q2"": 0.55, ""Q3"": 0.55}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p555,0.9613875935736472,0.9761193405303492,,0.3655578424802723,0.3828371337320146,,,,,,,,,,,"{""Q1"": 0.555, ""Q2"": 0.555, ""Q3"": 0.555}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p47,0.964263708242696,0.9804388668650408,,0.3684339571493211,0.3871566600667063,,,,,,,,,,,"{""Q1"": 0.47, ""Q2"": 0.47, ""Q3"": 0.47}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p56,0.9675196414896264,0.9741526743396376,,0.3716898903962514,0.380870467541303,,,,,,,,,,,"{""Q1"": 0.56, ""Q2"": 0.56, ""Q3"": 0.56}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p465,0.9720079423369602,0.991915048110636,,0.3761781912435852,0.3986328413123015,,,,,,,,,,,"{""Q1"": 0.465, ""Q2"": 0.465, ""Q3"": 0.465}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p565,0.9753041439798388,0.9737815066997256,,0.3794743928864639,0.3804992999013912,,,,,,,,,,,"{""Q1"": 0.565, ""Q2"": 0.565, ""Q3"": 0.565}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p46,0.9764115175881044,0.9968344695209224,,0.3805817664947293,0.4035522627225879,,,,,,,,,,,"{""Q1"": 0.46, ""Q2"": 0.46, ""Q3"": 0.46}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p57,0.9808133568232243,0.9748414810745964,,0.3849836057298493,0.3815592742762619,,,,,,,,,,,"{""Q1"": 0.57, ""Q2"": 0.57, ""Q3"": 0.57}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p455,0.9810544641252584,1.000107520136853,,0.3852247130318835,0.4068253133385185,,,,,,,,,,,"{""Q1"": 0.455, ""Q2"": 0.455, ""Q3"": 0.455}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p575,0.9847588300881446,0.9722592373735456,,0.3889290789947696,0.3789770305752112,,,,,,,,,,,"{""Q1"": 0.575, ""Q2"": 0.575, ""Q3"": 0.575}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p45,0.9877216580249564,1.006866840248958,,0.3918919069315815,0.4135846334506236,,,,,,,,,,,"{""Q1"": 0.45, ""Q2"": 0.45, ""Q3"": 0.45}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p58,0.9916663743477492,0.9724197449427652,,0.3958366232543741,0.3791375381444306,,,,,,,,,,,"{""Q1"": 0.58, ""Q2"": 0.58, ""Q3"": 0.58}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p445,0.9972748501416414,1.017281143043832,,0.4014450990482664,0.4239989362454975,,,,,,,,,,,"{""Q1"": 0.445, ""Q2"": 0.445, ""Q3"": 0.445}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p585,0.998663179061946,0.977700191686208,,0.4028334279685709,0.3844179848878737,,,,,,,,,,,"{""Q1"": 0.585, ""Q2"": 0.585, ""Q3"": 0.585}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p59,1.0082571880648263,0.9858266382140616,,0.4124274369714513,0.3925444314157271,,,,,,,,,,,"{""Q1"": 0.59, ""Q2"": 0.59, ""Q3"": 0.59}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p44,1.0092926716804596,1.0315997366096217,,0.4134629205870845,0.4383175298112872,,,,,,,,,,,"{""Q1"": 0.44, ""Q2"": 0.44, ""Q3"": 0.44}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p595,1.0147228920762636,0.9874919612866035,,0.4188931409828886,0.3942097544882692,,,,,,,,,,,"{""Q1"": 0.595, ""Q2"": 0.595, ""Q3"": 0.595}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p435,1.0218208080543476,1.043599627819245,,0.4259910569609726,0.4503174210209105,,,,,,,,,,,"{""Q1"": 0.435, ""Q2"": 0.435, ""Q3"": 0.435}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p6,1.024610090676377,0.9910734645887882,,0.4287803395830021,0.3977912577904537,,,,,,,,,,,"{""Q1"": 0.6, ""Q2"": 0.6, ""Q3"": 0.6}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p65,1.033605790021189,0.9204903382130096,,0.437776038927814,0.3272081314146751,,,,,,,,,,,"{""Q1"": 0.65, ""Q2"": 0.65, ""Q3"": 0.65}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p645,1.034275526453459,0.9255552808905644,,0.4384457753600841,0.3322730740922299,,,,,,,,,,,"{""Q1"": 0.645, ""Q2"": 0.645, ""Q3"": 0.645}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p715,1.0349794091943068,0.8913409071937298,,0.4391496581009317,0.2980587003953954,,,,,,,,,,,"{""Q1"": 0.715, ""Q2"": 0.715, ""Q3"": 0.715}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p43,1.0351834789170156,1.0564876906901044,,0.4393537278236405,0.4632054838917699,,,,,,,,,,,"{""Q1"": 0.43, ""Q2"": 0.43, ""Q3"": 0.43}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p72,1.0356866105414428,0.8902397808885555,,0.4398568594480678,0.296957574090221,,,,,,,,,,,"{""Q1"": 0.72, ""Q2"": 0.72, ""Q3"": 0.72}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p605,1.035851191332687,0.9976856987826668,,0.4400214402393121,0.4044034919843324,,,,,,,,,,,"{""Q1"": 0.605, ""Q2"": 0.605, ""Q3"": 0.605}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p62,1.036094344386381,0.984800199247086,,0.440264593293006,0.3915179924487516,,,,,,,,,,,"{""Q1"": 0.62, ""Q2"": 0.62, ""Q3"": 0.62}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p71,1.0363987915825097,0.8941676124036925,,0.4405690404891345,0.300885405605358,,,,,,,,,,,"{""Q1"": 0.71, ""Q2"": 0.71, ""Q3"": 0.71}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p625,1.0368754908880342,0.9736582786677044,,0.4410457397946592,0.3803760718693698,,,,,,,,,,,"{""Q1"": 0.625, ""Q2"": 0.625, ""Q3"": 0.625}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p64,1.0372768120571263,0.9386901900664848,,0.4414470609637515,0.3454079832681505,,,,,,,,,,,"{""Q1"": 0.64, ""Q2"": 0.64, ""Q3"": 0.64}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p615,1.0376713648240454,0.9934697394913796,,0.4418416137306704,0.4001875326930451,,,,,,,,,,,"{""Q1"": 0.615, ""Q2"": 0.615, ""Q3"": 0.615}"
structural_balance,research/structural_balance_search/candidate_scores.csv,allq_rate_0p66,1.0379301414329702,0.919167995393694,,0.4421003903395952,0.3258857885953596,,,,,,,,,,,"{""Q1"": 0.66, ""Q2"": 0.66, ""Q3"": 0.66}"
