target,source,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,tail3_worst,tail3_worst_delta_vs_anchor,fold_std,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss,selection_mode,selector_last_guard,selector_full_cap,selector_alpha,selector_tail_guard,candidate,selector_score
S1,logit:ridge_residual_composite:0.50+ridge_residual_full:0.50,0.48994675932278003,0.44807120506319376,-0.002405393891071972,-0.0014732609537824182,0.5252831778323912,-0.0037696483059842523,0.030059591280005314,0.45352854847806007,0.46600090461753585,0.4891999860825398,0.5252831778323912,0.5206349993785943,0.44807120506319376,positive_last_penalty,0.0,0.004,1.0,,positive_last_penalty_a1,-0.002405393891071972
S2,ridge_residual_full,0.5523303237543977,0.5924888746662645,-0.0077900819353105,-0.030326448229168856,0.5924888746662645,-0.030326448229168856,0.026461005106169232,0.5997704406155724,0.5718257411801718,0.5225637811533103,0.527765274225347,0.5479889858675647,0.5924888746662645,positive_last_penalty,0.0,0.004,1.0,,positive_last_penalty_a1,-0.0077900819353105
S3,arith:ridge_residual_composite:0.20+ridge_residual_full:0.80,0.5116538172050854,0.6006815799681327,-0.029897557316602708,2.5549775590771873e-06,0.6006815799681327,2.5549775590771873e-06,0.05307116382142542,0.6142641692580609,0.4753800648631109,0.4931318158948513,0.5445437122926502,0.4530806082946914,0.6006815799681327,positive_last_penalty,0.0,0.004,1.0,,positive_last_penalty_a1,-0.02989500233904363
S4,ridge_residual_full,0.6226433776469414,0.5839384495097777,-0.008155659957683525,-0.00471593513121249,0.663143049599433,0.002933271525129455,0.03859878919372653,0.5907718293769757,0.6548408438339655,0.5680474978799893,0.6398469516811186,0.663143049599433,0.5839384495097777,positive_last_penalty,0.0,0.004,1.0,,positive_last_penalty_a1,-0.008155659957683525
Q1,logit:ridge_residual_composite:0.35+ridge_residual_full:0.65,0.5882756987108314,0.6030283193180365,-0.0021491851607963186,-0.015477552185176324,0.6030283193180365,-0.015477552185176324,0.031098262082372954,0.6048278382683027,0.5339144128062207,0.6288644652958993,0.5922296764820192,0.5868341779000608,0.6030283193180365,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,-0.004470817988572767
Q2,arith:anchor:0.50+ridge_residual_full:0.50,0.6912996218244709,0.6428348266070221,-0.0015802347994515742,0.0047504573066207145,0.7953282787983104,-0.00219020123780278,0.059139431699609,0.660560653731553,0.7075789197649582,0.628340221455209,0.7953282787983104,0.6819343241216338,0.6428348266070221,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,-0.000867666203458467
Q3,anchor,0.6626805461282007,0.6346920082407534,0.0,0.0,0.6955517920765923,0.0,0.032781320352747036,0.6442038137020795,0.6945061214538464,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,0.0
S1,logit:ridge_residual_composite:0.50+ridge_residual_full:0.50,0.48994675932278003,0.44807120506319376,-0.002405393891071972,-0.0014732609537824182,0.5252831778323912,-0.0037696483059842523,0.030059591280005314,0.45352854847806007,0.46600090461753585,0.4891999860825398,0.5252831778323912,0.5206349993785943,0.44807120506319376,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,-0.0026263830341393345
S2,logit:ridge_residual_composite:0.20+ridge_residual_full:0.80,0.5524926117173649,0.5897032387480793,-0.007627793972343366,-0.033112084147354115,0.5897032387480793,-0.033112084147354115,0.025625097388648762,0.5964654562067148,0.5733192484343598,0.5222429401950955,0.5293662669678126,0.548606948648814,0.5897032387480793,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,-0.012594606594446483
S3,ridge_residual_full,0.5077276302852942,0.6061629831879853,-0.03382374423639389,0.005483958197411765,0.6061629831879853,0.005483958197411765,0.05726520380813056,0.6213735179888792,0.47125714361397214,0.4861809776849146,0.5392001640813648,0.44496778028119754,0.6061629831879853,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,-0.03300115050678213
S4,logit:ridge_residual_full:0.65+ridge_residual_last:0.35,0.6228627991834732,0.5819198498851319,-0.007936238421151764,-0.006734534755858279,0.6651406205868665,0.004930842512562927,0.03973331465815517,0.5891462768553113,0.6559923588370922,0.5677042087542636,0.6399649867359105,0.6651406205868665,0.5819198498851319,tradeoff_cap,0.0,0.004,0.15,,tradeoff_cap_a0p15,-0.008946418634530506
Q1,logit:anchor:0.20+ridge_residual_composite:0.80,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.6004250659961831,-0.01808080550702973,0.03088167329191324,0.601669921067337,0.5347988714705882,0.6301211033945321,0.5920096902978088,0.5901676156272486,0.6004250659961831,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,-0.006089197300450405
Q2,arith:ridge_residual_full:0.35+ridge_residual_composite:0.20+knn_targetwise_guarded:0.45,0.691728728478578,0.6406354070600994,-0.00115112814534446,0.002551037759698005,0.7952951909150152,-0.0022232891210979266,0.0596280912828627,0.6583535756673586,0.7097640786702806,0.6280192459988881,0.7952951909150152,0.684182445661042,0.6406354070600994,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,-0.0005133687054199587
Q3,anchor,0.6626805461282007,0.6346920082407534,0.0,0.0,0.6955517920765923,0.0,0.032781320352747036,0.6442038137020795,0.6945061214538464,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,0.0
S1,logit:ridge_residual_composite:0.65+ridge_residual_full:0.35,0.49033199137542244,0.4463336220832885,-0.0020201618384295683,-0.0032108439336877015,0.5270128763977006,-0.0020399497406748957,0.031216453343865615,0.4520271859757268,0.466505058940214,0.4888753333837213,0.5270128763977006,0.522288672325538,0.4463336220832885,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,-0.0028228728218514937
S2,logit:ridge_residual_composite:0.35+ridge_residual_full:0.65,0.5528595735987266,0.5880024625061597,-0.007260832090981606,-0.03481286038927367,0.5880024625061597,-0.03481286038927367,0.025107803907066916,0.5943871848353895,0.5745627869508105,0.5221313737770166,0.5307077214514792,0.5495263686223925,0.5880024625061597,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,-0.015964047188300023
S3,ridge_residual_full,0.5077276302852942,0.6061629831879853,-0.03382374423639389,0.005483958197411765,0.6061629831879853,0.005483958197411765,0.05726520380813056,0.6213735179888792,0.47125714361397214,0.4861809776849146,0.5392001640813648,0.44496778028119754,0.6061629831879853,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,-0.03245275468704095
S4,logit:ridge_residual_composite:0.35+ridge_residual_last:0.65,0.6237139317758099,0.5783394187914295,-0.007085105828815053,-0.010314965849560709,0.6678481152618536,0.007638337187550026,0.04065254653537786,0.5860715777249993,0.6568254214703824,0.570317313551645,0.6413744277287295,0.6678481152618536,0.5783394187914295,tradeoff_cap,0.0,0.004,0.25,,tradeoff_cap_a0p25,-0.00966384729120523
Q1,logit:anchor:0.20+ridge_residual_composite:0.80,0.5888558879479348,0.6004250659961831,-0.001568995923692973,-0.01808080550702973,0.6004250659961831,-0.01808080550702973,0.03088167329191324,0.601669921067337,0.5347988714705882,0.6301211033945321,0.5920096902978088,0.5901676156272486,0.6004250659961831,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,-0.007897277851153378
Q2,arith:ridge_residual_full:0.20+ridge_residual_composite:0.35+knn_targetwise_guarded:0.45,0.6922461141334341,0.6389103160416373,-0.0006337424904884204,0.0008259467412359278,0.7954117960417757,-0.002106683994337444,0.06004062315690225,0.6566248447839951,0.7116972548416148,0.62804528404814,0.7954117960417757,0.6861953449065465,0.6389103160416373,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,-0.00034466113105584566
Q3,anchor,0.6626805461282007,0.6346920082407534,0.0,0.0,0.6955517920765923,0.0,0.032781320352747036,0.6442038137020795,0.6945061214538464,0.6727576578357087,0.6955517920765923,0.613734493992541,0.6346920082407534,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,0.0
S1,logit:ridge_residual_composite:0.65+ridge_residual_full:0.35,0.49033199137542244,0.4463336220832885,-0.0020201618384295683,-0.0032108439336877015,0.5270128763977006,-0.0020399497406748957,0.031216453343865615,0.4520271859757268,0.466505058940214,0.4888753333837213,0.5270128763977006,0.522288672325538,0.4463336220832885,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,-0.0031439572152202637
S2,logit:ridge_residual_composite:0.35+ridge_residual_full:0.65,0.5528595735987266,0.5880024625061597,-0.007260832090981606,-0.03481286038927367,0.5880024625061597,-0.03481286038927367,0.025107803907066916,0.5943871848353895,0.5745627869508105,0.5221313737770166,0.5307077214514792,0.5495263686223925,0.5880024625061597,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,-0.019445333227227392
S3,ridge_residual_full,0.5077276302852942,0.6061629831879853,-0.03382374423639389,0.005483958197411765,0.6061629831879853,0.005483958197411765,0.05726520380813056,0.6213735179888792,0.47125714361397214,0.4861809776849146,0.5392001640813648,0.44496778028119754,0.6061629831879853,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,-0.031904358867299774
S4,logit:ridge_residual_composite:0.35+ridge_residual_last:0.65,0.6237139317758099,0.5783394187914295,-0.007085105828815053,-0.010314965849560709,0.6678481152618536,0.007638337187550026,0.04065254653537786,0.5860715777249993,0.6568254214703824,0.570317313551645,0.6413744277287295,0.6678481152618536,0.5783394187914295,tradeoff_cap,0.0,0.004,0.35,,tradeoff_cap_a0p35,-0.010695343876161301
Q1,logit:ridge_residual_composite:0.80+ridge_residual_full:0.20,0.5892512766796913,0.599612229203973,-0.0011736071919363766,-0.018893642299239843,0.599612229203973,-0.018893642299239843,0.031512197715995144,0.6005218719706511,0.5335001145770412,0.6307955608136483,0.5922117446482648,0.5933680722595084,0.599612229203973,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-0.010620428341556298
Q2,arith:anchor:0.50+ridge_residual_composite:0.50,0.6930387968345394,0.6370558264285305,0.0001589402106169091,-0.001028542871870819,0.7957492452398273,-0.001769234796285879,0.06052025554483921,0.6549105457879079,0.7140463324825792,0.6284656843922785,0.7957492452398273,0.688648361345829,0.6370558264285305,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-0.00035533122531850037
Q3,logit:anchor:0.80+ridge_residual_composite:0.20,0.6627889145898909,0.6344565457464786,0.0001083684616901559,-0.00023546249427486288,0.6959978055428113,0.0004460134662189752,0.03293010649609207,0.644128987705602,0.6947613358035848,0.6727161011929419,0.6959978055428113,0.6138341338388414,0.6344565457464786,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-9.362785447275535e-06
S1,logit:ridge_residual_full:0.20+ridge_residual_last:0.80,0.4909231953256251,0.44485877244269617,-0.0014289578882268894,-0.004685693574280003,0.529158306249156,0.00010548011078059805,0.03241288349002711,0.45081923361082754,0.46711453001103886,0.48870326359742816,0.529158306249156,0.5240509225336454,0.44485877244269617,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-0.003771804675366891
S2,logit:ridge_residual_composite:0.50+ridge_residual_full:0.50,0.5534277457478545,0.5866193823474157,-0.006692659941853751,-0.03619594054801767,0.5866193823474157,-0.03619594054801767,0.024680087344536545,0.5926368408416857,0.5759122897961363,0.5221294902408532,0.5321699326991887,0.5508069545815929,0.5866193823474157,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-0.024790630215862586
S3,ridge_residual_full,0.5077276302852942,0.6061629831879853,-0.03382374423639389,0.005483958197411765,0.6061629831879853,0.005483958197411765,0.05726520380813056,0.6213735179888792,0.47125714361397214,0.4861809776849146,0.5392001640813648,0.44496778028119754,0.6061629831879853,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-0.03108176513768801
S4,logit:ridge_residual_composite:0.35+ridge_residual_last:0.65,0.6237139317758099,0.5783394187914295,-0.007085105828815053,-0.010314965849560709,0.6678481152618536,0.007638337187550026,0.04065254653537786,0.5860715777249993,0.6568254214703824,0.570317313551645,0.6413744277287295,0.6678481152618536,0.5783394187914295,tradeoff_cap,0.0,0.004,0.5,,tradeoff_cap_a0p5,-0.012242588753595407
