target,source,full_logloss,last_logloss,full_delta_vs_anchor,last_delta_vs_anchor,tail3_worst,tail3_worst_delta_vs_anchor,fold_std,rank_score,fold0_logloss,fold1_logloss,fold2_logloss,fold3_logloss,fold4_logloss
Q1,logit:ridge_residual_composite:0.65+knn_targetwise_guarded:0.35,0.5884421990468918,0.6025453754741267,-0.0019826848247359585,-0.015960496029086113,0.6025453754741267,-0.015960496029086113,0.03044140819786027,0.604368818942074,0.5360017022958716,0.6292755080009497,0.5919527643122704,0.5857863346167742,0.6025453754741267
Q1,arith:anchor:0.35+ridge_residual_composite:0.65,0.5884429099456197,0.6028176035182728,-0.0019819739260080738,-0.01568826798493994,0.6028176035182728,-0.01568826798493994,0.030690140175117328,0.6046823712189838,0.5355748413932057,0.6295475595538796,0.5920068680457053,0.5856568234801759,0.6028176035182728
Q1,arith:ridge_residual_composite:0.65+knn_targetwise_guarded:0.35,0.5884429099456197,0.6028176035182728,-0.0019819739260080738,-0.01568826798493994,0.6028176035182728,-0.01568826798493994,0.030690140175117328,0.6046823712189838,0.5355748413932057,0.6295475595538796,0.5920068680457053,0.5856568234801759,0.6028176035182728
Q1,logit:ridge_residual_composite:0.50+ridge_residual_full:0.50,0.5885293178212178,0.6017546124896458,-0.0018955660504099692,-0.016751259013567,0.6017546124896458,-0.016751259013567,0.031173707788384908,0.6032462140268987,0.5337441965074043,0.6294130844542658,0.5921805901262762,0.5889546117942217,0.6017546124896458
Q1,arith:ridge_residual_composite:0.50+ridge_residual_full:0.50,0.5885315510127266,0.6018595490211073,-0.0018933328589011422,-0.016646322482105513,0.6018595490211073,-0.016646322482105513,0.03123564899202963,0.603365973759041,0.5336297312110032,0.629459325505901,0.592218317237161,0.5889044097360474,0.6018595490211073
Q1,logit:anchor:0.20+ridge_residual_composite:0.35+knn_targetwise_guarded:0.45,0.5885790546755629,0.6085304067067244,-0.0018458291960647966,-0.009975464796488365,0.6085304067067244,-0.009975464796488365,0.03043855611338681,0.6116558416292417,0.5388232831357304,0.6289878074447673,0.5923092309414302,0.57787005863426,0.6085304067067244
Q1,logit:anchor:0.35+ridge_residual_composite:0.35+knn_targetwise_guarded:0.30,0.5885790546755629,0.6085304067067244,-0.0018458291960647966,-0.009975464796488365,0.6085304067067244,-0.009975464796488365,0.03043855611338681,0.6116558416292417,0.5388232831357304,0.6289878074447673,0.5923092309414302,0.57787005863426,0.6085304067067244
Q1,logit:anchor:0.65+ridge_residual_composite:0.35,0.5885790546755629,0.6085304067067245,-0.0018458291960647966,-0.009975464796488254,0.6085304067067245,-0.009975464796488254,0.030438556113386823,0.6116558416292418,0.5388232831357304,0.6289878074447673,0.5923092309414302,0.57787005863426,0.6085304067067245
Q1,logit:ridge_residual_composite:0.35+knn_targetwise_guarded:0.65,0.5885790546755629,0.6085304067067245,-0.0018458291960647966,-0.009975464796488254,0.6085304067067245,-0.009975464796488254,0.030438556113386823,0.6116558416292418,0.5388232831357304,0.6289878074447673,0.5923092309414302,0.57787005863426,0.6085304067067245
Q1,arith:anchor:0.20+ridge_residual_composite:0.35+knn_targetwise_guarded:0.45,0.5886039186453339,0.6087469390208684,-0.0018209652262938247,-0.009758932482344385,0.6087469390208684,-0.009758932482344385,0.030695923167996922,0.6119020188037282,0.5384234753851801,0.6293391989934282,0.592360898187389,0.5778067831114517,0.6087469390208684
